 Tweet	Class
يا ابن اللقيط ابن ال سلول القذر انت ومعلمك الخنزير ابن سلمان المنشار المتعامل مع اليهو…	hate
مشاركة شيخ الغريب لم تأت من وراء ثقلك ومن معك  يا كبير   ، أتت من مشغليك في الغرف السوداء ونواياهم الإجرامية لزرع الفرقة وال… 	normal
انت عم تغردي من كباريهات الاهرامات 🤔😂	abusive
مستهبل ومن لف لفيفها بصوت واحد الحق على جبران باسيل   	abusive
خود هالتويترجي الغبي و سكر 	abusive
اكيد جبران باسيل ،وهل يخفى الدهاء  	normal
رضوان حبيبي كول هوا	abusive
كلام سليم وانت ايضا تحت القضاء 	normal
حلوة أنا أكتر واحد بنتقد صهر العهد بس انتي يا أمية يلي مش قارية جريدة بحياتك ممنوع تنتقدي ، ولك تضرب يا هبيلة ولك مين مفكر حالك بمنطقك رح ينرد عليك أنت شقفة مهرج وخريج برنامج مع غرور وهيدي بداية النهاية ريس القصة مش بل الشهادات القصة ب	abusive
خلص خراس	abusive
اه يا شوقيري انت 	normal
لا تستسلم ابدا مهما واجهتك الصعاب 	normal
والله بكون كتر خيره   	normal
قداي بدك نمرة الضبان خبرني حتى شوف اذا في قياسك لانو صباط الاستاذ كبير بغطيك كلك فا بدك وحدي تجي عقياسك 	abusive
لكل دوله رجالها الا وئام وهاب فهو للامارات وايران معا 	normal
وانت نهبت بنك المدينه 	normal
بعد اعتراضات ثم تحفظات ، نجح لبنان ووزير الخارجية جبران باسيل في تضمين البيان الختامي بنداً حول عودة النازحين السوريين ال…	normal
وعندما يدافع رئيس تيارك جبران باسيل عن النظام السوري هل نسي ماذا فعل هذا النظام المجرم في لبنان من تدم…	normal
اللي بيسمع هالمزايدات على جبران باسيل بفكر انو فوزي صلوخ او عدنان منصور كانوا يطلعوا كل يوم يحكوا بازالة اسرائيل من الو…	normal
كل ما استمتع بسرعة بديهة زميلتي ناديا بساط ببرنامجا مين بيعرف بتزيد عندي القناعة انو هي والبرنامج خلقوا لبعض برافو	normal
يعلن بيك وزير المصالحة علي حيدر باع ولادنا اي نعم علي حيدر يلي ما بيمون على حاله باعهن	normal
يا باريس انت حمار ولا بتستحمر	abusive
يا اخي نقطنا بسكوتك جسمك اخد على البهدله ما بقى تفرق معك 	abusive
وهل يجوز ان تكون السبب في قتل الدروز بالسويداء بالتعاون مع المماتعة 	normal
مشيخة السرقة وباكاوية النهب والكذب والدجل والعمالة 	hate
هلق لما طلعوا السوريين ضد النظام كانوا كلون ارهابيين ومدفوعين من الخارج وما في واحد منون مدني بريء، بس لما غيرون بيعمل نفس الشي بيكون بطل وعم يواجه الفساد الخ، السؤال ليش؟	normal
اللي قالوا الوزير باسيل، وزراء خارجية فلسطين وإيران ما بيسترجوا يقولوه	normal
تضرب منك اله، الغريب هو شيخ عادي من المشايخ عنا ونا بيمثل الا بالمية من الطايفة، ما تسأل وين راحوا ا… 	abusive
هذا المشروع يعتدي على الأملاك النهرية في منطقة داريا ودون أية رخصة سوى تشبيح عماد عثمان لذا أطالب الرئيس علي ابراهيم بالتدخ… 	normal
عيب عليك استحي يكفيك كشفت الحيا العمى ضربك شو وسخة 	abusive
وزير خارجية لبنان جبران باسيل يتحدث ل  عما يبقيه مستيقظا ويؤكد القطريون مستثمرون جيدون	normal
مقالي اليوم في جريدة المدن جبران باسيل مندوب مبيعات سوري	normal
صار ضروري يطلع قرار يمنع فيه ذكر اسم جبران باسيل من قبل خفاف العقل والذهن المريض لانه يسبب هلوسات…	abusive
نتمنى أن لا ينظر علينا أحد بمحاربة الفساد بعد اليوم إذا لم يتم سجن عماد عثمان فالمذكور في جريدة الأخبار يطيح بدولة… 	normal
لا لا بعتقد مي الخرز بخافو منو فا اكيد فرد مي 	normal
كلام عيب عيب ومليون عيب البدو اللي تحكي عنهم اصبحوا أطباء ومهندسين واطلقوا أقمار الى الفضاء… 	normal
لسانك حصانك وحسنا فعلت قطر لتلغي مركز الأبحاث لا مرحبا بكم انتم ولا تستاهلون اي عمل لكم ناكرين المعروف 	abusive
جبران باسيل ما يبقيني مستيقظا هو حالة الصمت على الخروقات الإسرائيلية اليومية لاستقلالنا وسيادتنا، لدينا نحو خرقا جويا و…	normal
واحد شرموط متل أحمد جبريل هو واحد من هالقيادات عايش لحد ما صار عمره سنة بدون ما يطلع شي واحد يفلخه ويرميه بمزبلة كلاب وبعدين بدك ردّة فعل ضد يلي بيصير بالمخيم؟	abusive
اكيد مش عن طريقك لأن هيئتك اقرب لعزرائيل	abusive
تجامع البرغوث وحمار خوزان والكل فيهم علتة باطنية 	abusive
وإن الظالمين بعضهم أولياء بعض والله ولي المتقين 	normal
منقع صبخ والله مايثمر فيهم مهما نسوي 	normal
الطريق الجالس اقصر طريق، بس اتعب واثقل طريق	normal
جبران باسيل صرمايتو بتسوى راسك	abusive
شو ياشلكه ؟؟؟؟ حلوه صورتك انتي ولابسه لانجري  مره ثانيه بس تجيبي سيرة اسيادك تطهري وتشطفي ون… 	abusive
من مقابلة جبران باسيل مع سيإنإن أمن إسرائيل هو حق روح يا كبيررررر مين قدك ، ي…	normal
مش شي عيب القرعة يا فهمانة ، بس كبراني الخسة براسو	abusive
طيّب ليك كتير بتحب سوريا و الاسد و دمشق اذا بتطلع بتعيش فوق بترتاح و بتريحنا و الله ما منزعل جوخ مبيّض 	normal
صحيفة جبران باسيل يزور دمشق قريبًا	normal
راشيل تركيهم شعب تعتير مهتري خالص الحمدلله عنا جبران باسيل قدن كلن…	normal
هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي 	hate
حمار معبا ببنطلون	abusive
لا حبيبي مش كذاب بيسوى رقبتك جبران باسيل بالقليلي ما بيلعب بي صبيع اجرو	normal
عسلامتك و سلامتون هي اصلا مش رايحة الا بس عالمعترين 	normal
وئام وهاب انت مشروع فتنة درزية أنت يا من تتغنى بدرزيتك كل يوم ، كيف سمحت لك درزيتك ان تكون رأس حربة ل… 	hate
صباتو بيسوى نعيم حسن تبعك منيح تقل لاتقلك بعد تكرم 	abusive
لو عنده كرامة طمر حاله بالتراب مجرم 	abusive
رغم هزالة حضور ملوك ورووساء العرب لكن يوجد نجوم فخامة الرئيس العماد عون القايد المقاوم البطل الوطني الشهم…	normal
ما خلصت قصة ابريق الزيت؟ قيمتك صارت معروفة عند الكل ما بقى ترخص حالك عنجد العقاب لوهاب وهاب قاتل ابو دياب 	normal
سمعوا لهل الشوفة لا والله شوفوا لهل السمعة عاهرة تحاضر بالشرف 	abusive
لم الحظ في بيان القمه أي تشريع الحشيش هل من تبرير ؟؟ 	normal
هل جبران باسيل هو من يُدير حساب رئاسة الجمهورية؟ او ان شخصاً واحدا يدير حسابه وحساب فخامة الرئيس؟	normal
لو فرنجية قادر يعمل رئيس كان عمل أيام الوصاية السورية، لما كان اسمو مطروح بدل التمديد لإميل لحود	normal
صار عندن فوبيا من اسم جبران باسيل	normal
خليك بلبنان شو بدك بغير دول عأساس نحنا دولة عظيمة و مأمنة كل شي لشعبها 	normal
بس يا غالية الوعد الصادق لحاله ما بجيب رئيس جمهورية ولا رئيس وزراء ،	normal
بتحس مذيعات عم تنتقم بس تذيع النشرة سمّ و تسمسم خاصة بس تقول جبران باسيل	normal
ممكن اذا الآلهة عطتني عمر وتقاعدت وصار معي ضجر شديد	normal
عهد معجبة بأبو زميرة و اماني مغرمة بأبو مخطة بشار الاسد	abusive
لك الله يخليلنا الرئيس؛و يخليلنا المخابرات	normal
شعر حلو 	normal
في مثل بيقول كول جوز و هوا عالجوز   و ما أهوا من التاني إلّا خيو الأولاني   ♂ 	abusive
لا حكومة طول ما جبران باسيل يطمح بالثلث المعطل	normal
لو الكل بيرشق هالسياسيين العرب بالسرامي بكون شي كتير منيح على الاقل بيعرفوا قيمتهم عند الشعوب 	hate
خليك على موقفك يا بوق لحد ما تنرمى بالزبالة 	abusive
هههه شو بدك في عم تردي عليه هيك معودين بين بعضن يحكوا متل معلمن الشاريهن… 	normal
يا زلمه ما خرب البلد غير امثالك 	abusive
اكيد اكبر بكتير قدام العاهرات 	abusive
إنها مدرسة الوفاء ، مدرسة ميشال عون ، تحية الى السيّد ، سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل …	normal
كول نديم قطيش لانو هوا متلك	abusive
حشرة سودانية إخوانية مهمتك نشر الكذب و العهر حذاء ايراني تموله قطرائيل	hate
عصابات السطة تتحكم بالبلد 	normal
الاسد لا حضور له مع الخراف 	normal
لو خبرتي غير خبريه عن سعد كانت الناس صدقتك بس انو يكون سعد الحريري حرامي روحي يا هبلا 	abusive
كمان خطر عبالي سؤال لحضرتك، وين صارت صرمايتك ؟ قصدي المحكمة الدولية 	abusive
و لحشااا عم تحكي مزبوووططط 	normal
متل اللي بده يجي يتغزل بالمغول انو فتحوا طرق تجارة وامتزاج حضارات وتسامح ديني، صح الكلام، بالمقابل دبحوا ملايين	normal
ليك أنت بعدك مصدّق الكذبة؟؟ لك أنت زلمي بيّاع وشرّى وفينا نقول خرّا كمان خلص سد نيعك وخراس ايري بموديلك… 	abusive
اتقي شر جبران باسيل نفس الشي	normal
ما نايكن الا جبران باسيل عن جديد منا وجر	abusive
المؤسف ان الاستقلاليّين والتبعيين وقفوا في وجه الحلول للتدهور البيئي بينما الواجب الوطني لم يتحرك عن…	normal
فالمسؤولين فيه ما عادوا مسؤولين لبنانيين بل اصبحوا طوائفيين 	normal
لعل من يتعظ 	normal
رد يا وئام 	normal
ههههه سوريا دولة قائمة تستعيد عافيتها وقوتها بسرعة رغم عن أنفك يا بوق سلمان	normal
كلام جواهر ما بيعرضو عضلاتون غير ع فقير لمال لان فقير لمال غني لاخلاق 	normal
كل عمرن مع الف تهديد يطلعوا دقيقة على شاشات التلفزيون المحلية مش بالعين الخبرية جبران باسيل على ومقابلة عل…	normal
و الله يا رفيقة طلعلي حب شباب على حبالي الصوتية و انا عم قلهم بس فالج،شعب تنح لا ينخبز و لا ينعجن	hate
من كم سنة كان واحد عايش بالصين عم يتناقش بمجموعة بالفيسبوك حول المسلمين بالصين فطلع معه انه اللي عم يضطهدوا هنن الاويغور بس بيستاهلوا لأنن مشكلجية	normal
يا استاذ وئام لم يكن الربيع العربي حكر على دولة قطر انما كان بقيادة اميركا واوروبا و بتنفيذ سعودي امارا… 	normal
البوطي شاف باسل الأسد يطير في الجنة مع الأنبياء والمرسلين ونوال السعداوي شافت هيلاري كلنتون بتوزع دولارات على متظاهري التحرير…	normal
لك يا حجي مين قلك بوتين الي انتصر ب سوريا؟ الكل انتصروا تقبشني؛باستثناء الشعب السوري	normal
لك سيدي كلو بيمشي،المهم تحشيش	normal
هيدا السيد يلي عم تحكي عنو غبرة صرمايتو بتشرف الأندال يلي مثلكم 	abusive
ياليت تطلب من بشار يعطيك الجنسية السورية	normal
خراس و ما تشوش ✋ 	abusive
خريطة بتوضح توزع القواعد العسكرية الأجنبية ضمن حدود الدولة السورية القائمة والقوية والمكتفية جدير بالذكر إنها تعرضت أكتر من مرة خلال السنين الماضية لغارات اسرائيلية	normal
سمعتوا منيح سماحة السيد شو قال عن فخامة الرئيس وعن الوزير جبران باسيل بعتقد لا كلام بعد كلام السيد	normal
علاء الخواجا مرضى عنه من الرئسات الثلاثة ما تعذب قلبك 	normal
دول الغدر والخراب والعمالة ستنكسر امام جحافل الشرف والشهامة اللبنانية و السورية 	normal
أسوأ شعور لما تحس حدا عم يسرقك ومش قادر توَقفه لأن بيوَقفك 😎 	normal
يعني ةلمسيحي ما بيتعاطا مخدرات و ما بيتاجر لكن ابن مستشار جبران باسيل يلي نكمش و طلع بواسطة من الوزير كا…	normal
يا عزيزتي مريوما، الإمارات تبقى حليفة للملكة وثوابتها واضحة الدكتور علي رجل أكادي… 	normal
نحتاج لوعي جديد خال من الايجو والانا وكل مسميات النفس الذائفة 	normal
مهم انت تقول مين نسمي أهم شي و وين بحب قلك وجودك متل قلتك احترم حالك كرمال ما تضحك عليك الشعب 	abusive
شامل روكز و من بعده جبران باسيل	normal
عندما يتعلق الأمر في البيت الدرزي الواحد يجب علينا الدعاء لكل من ظل الطريق ان يرجع عن خطأه وأن يتعامل… 	normal
كل ردودكم المتفلسفة عن غباء كامل ان دلت تدل على كذبكم ونفاقكم وغبائكم وجبنكم وهزالة مواقفكم وضعف بصيرتك… 	abusive
شوي جبران باسيل ما عندو خلاف ايديلوجي مع اسرائيل وشوي أمنها هو حق	normal
هذول نفسهم بيحبوا الاسد ومعتقلين ان الثورة السورية مؤامرة ويؤيدون قصف المدنيين بصراحة أزبل من اليمين	hate
حمير	hate
انت وطني شريف احسنت 	normal
تضرب بهالمنظر 	abusive
انت اخرتك دربكات 	abusive
اللهم عليك بالحكام العرب و راموس	normal
كل الناس سامعة و قاشعة ما تخمن حالك محجوب عن الرؤية 	normal
حسن نصر الله قال عن جبران باسيل صديق	normal
يا جماعة مش ملاحظين بعد كل جولة من الكذب والتضليل على التيار ورئيسه ،	normal
لو بس تغريدة وحدة لصالح لبنان او للمنفعة بدل الثرثرة والنسنسة لن يضرك الاهتمام بالوضع الداخلي ولكنك ا… 	normal
عرفتك انت الجرثومةيلي قد ما نكب عليها ديتول لا يقضي عليها  تضحك بلا سنان 	abusive
أصلا جبران عندو طيارة وعندو قصر بأوروبا ومحيط الهادىء الى اسهم فيه وتم اكتشاف كوكب جديد مثل زحل وجوبيتير تم شرائه كن قبل ا…	normal
جكارة ببريطانيا والله	normal
يلعن روحو بهالبرد	abusive
إحتل فخامة رئيس الجمهورية الجنرال ميشال عون مكانةً قياد…	normal
حكي وما ترك ثغرة اول مرة بحس فيه هيك رواق ع الاخر وبصراحة اقوى رسالة بعتها هي لما شكر جبران باسيل ول…	normal
خاءن و ستبقى خاءن 	abusive
يللا بسيطة المهم خسارتنا مشرفة	normal
كنا معودين عليك بتحكي جالس بس تفسيرك لجواب جبران باسيل عن السكوت بيدل على سذاجة وهبل منا وجر	abusive
وهيدي تاني مقالة يا باطل ههههه 	normal
جبران بيوعى بلبنان ، وبقضي وقت فراغو مع شباب حاطين ثقتن في وبشاركن بمشاريعن جبران بيطلع ب…	normal
انو الواحد بيحكيك بل الشرق بترد بل الغرب ، هيدا شعار انتخابي يا روح امك بيحمي لبنان الرئيس القوي وجيشو الوطني لي ولائو للبنان بس	normal
ياريت كلكم مثلل امير قطر يلي نهض بقطر الى مصافي ادول المتقدمة واذا كان على الارهاب فانتم الارهاب بحد ذا… 	normal
سر يا وئام وهاب يا كبير ولا تلتفت لأحد 	normal
ليس سرا موقف وزير خارجية لبنان باسيل جبران المؤيد للنظام السوري المجرم ولكن العجيب هو موقف بعض العرب المتعاطف	normal
جبران باسيل وزير خارجية لبنان ممنوع يحكي باسمو او باسم تيارو او عنصريتو بدو يحكي بإسم لبنان وبيانو الوزاري واسم عشرات ال…	normal
لو بتعرف ربك ، لقضيت بقيت حياتك عبادة وإستغفار وطلب السماح عله يتقبل منك وانت المثقل بدماء الابرياء والتخطيط للفتن ونشر الاكاذيب ، شو بدك بعمر المختار شتان بين الثريا والثرى	normal
بعض المغردين لي بينعقوا مع كل ناعق بيقبض يسمعو منيح السيد شو عم يحكي عن الرئيس عون و الوزير جبران باسيل	normal
كول هوا وسد بوزك معلمك لجاسوس لمجرم بدو شد شعر لشايب	abusive
الوزير جبران باسيل التقى في دافوس المبعوث الخاص للأمم المتحدة في سوريا	normal
والله ما قاريك ولا سامع فيك ولا مغبر على صرمايتو زحط 	abusive
ترانا نحتاج إلى أعجوبة لكي تفهم أن وليد جنبلاط هو زعيمك وزعيم الجبل وكل لبنان ولكن المختارة الوطن لا تحتاج ضم… 	normal
لعلها تكون قدوة يحتذى بها لبناء الدولة العادلة 	normal
نريد قضاء نظيف، لا يتناسى الفاسدين و المخربين 	normal
سد حلقك و خراس    	abusive
هذه التجربة التي اعتبرتها خطوة جيدة شو وضع هول الشخصين اللي صاروا كتاب عدل وهني دون السن القانونية بعمر… 	normal
لاء ووزير خارجيتنا المفصوم جبران باسيل قال ان تميم فكّ الحصار عن نفسه وحضر القمة  	normal
دقيقة صمت عذكائك 	normal
الرئيس ميشال عون و الوزير جبران باسيل غصب عن راسك هول نخبة الناس مش متل معلمك النصّ طبيب	normal
فش خلقك فش مصاري ما فش 	normal
توظيف كتاب عدل من ثلاث اشقاء بالنتائج الاخيرة هم غرايس عصام نعيم، آلان عصام نعيم وايلي عصام نعيم	normal
وانت وش مضايقك من حديثنا عن ايران لايكون انت الكل… 	normal
اكبر ظلم اذا الرئيس سعد الحريري بيمضي نحنا لليوم مراسيمنا ما انمضت من جبران باسيل بحجة ا…	normal
نحنا مواطنين مش اوباش	normal
كول هوا يلعن الي نفضك خاين كلب	abusive
هلق جبران باسيل رجع ع سوريا بس خلصت القمة الاقتصادية العربية؟	normal
الرّئيس التّونسيّ يخسر دعوى قضائيّة رفعها على مواطن تونسيّ والقضاء يعاقبه يعاقب الرّئيس ونحنا عنّا جبران باسي…	normal
ما في دولة بلبنان في مزرعة عاصمتها الجاهالية 	normal
رغم كل ماقاله وما نقلته تبقى سيدة العواصم وست الدنيا بيروت هي فوق هذه المدن 	normal
كذب وسلينا مبارح جبران باسيل قال انو معندو مشكله مع إسرائيل وانو من حق إسرائيل انو تعيش بأمان	normal
أين الثرية من الثرى واين العفيسة من الذرة ، بشرفك خلي الشرف على جنب ، شرشفك منشور على سطوح… 	normal
اولا انت مش عزيزي	normal
رأسماله وخبزه اليومي مل بيقدر إ لا ما يتبهدل هل بوم 	normal
ولك وئام وهاب لأزم فخامة الرئيس يشوف شو عم تحكي ولك عيب عيب مبارح شفت بي شو تبرعت يا عيب بشوم عليك خلصنا انت لازم تتحاسب 	normal
وين صارت مذكرة الجلب؟ عم يتهموك انك فار من وجه العدالة، بشرفك مش طلبوا منك توقف هجومك عل قضاء ليشوفو كيف بدن يلفلفولك ياها ؟ 	normal
من مقابلة جبران باسيل مع سيإنإن أمن إسرائيل هو حق	normal
يا اخي قلنالك نقول نفوسك على سوريا بتوفر بنزين طالع نازل على الطريق وبتوفر تليفونات وفاكسات الله يباركل… 	normal
محوا تغريداتكم يا جهلة	abusive
عاساس انت واحد فهمان 	normal
ومتل كل مرة السبب في النهاية يكون وراءه نفس الطاقم السياسي 	normal
الزناديق هم من يقومون بتغطية آل جنبلاط المرتدين الناكثين لديننا ، لا تناصر الباطل فهو سيبقى باطل… 	hate
قلتلك ألف مرة إنو تفكر قبل ما تحكي أو تتصرف أو تلعب بالنار العقاب لوهاب وهاب قاتل ابو دياب 	normal
احكيلكون عن أساليب التعذيب والعقوبات تبع الاشوريين اللي بتوقف شعر الجسم من فداحتها؟ انو بدك تتغنى بالتاريخ عالاقل اعرف تاريخك المخزي	normal
شهم 	normal
يستحقوا التشبيه 	normal
شعوب مرتزقة، أين ما يحل المال تركضون وراءه ولو على حساب شرفكم 	hate
كول هوا لو سمحت يعني مشان ما اجي واتبول عليك ظ	abusive
الظاهر الجزيره بطلت تعطيك مصاري تتنبح كالعاده 	abusive
عاد فهم هيك جحش انه لا انا ضد اسرائيل وكل شي بتعمله بس لما نظامك المجرم رح يدبح ناس لانه انقذوا ضحاياه ووثقوا جرايمه فليكن انقاذهم على يد الجن الأزرق، طبعا عبث لان هيك بغل بشري بيدعم بشار الاسد	abusive
شو النوع يلي ضاربو ههههههههههه 	abusive
اذا كان السيد المسيح لم يعط الحق لليهود باحتلال الهيكل فكيف اعطيتهم هذا الحق يا جبران باسيل؟	normal
هذا هو وزير الخارجية جبران باسيل الذي يوظّف الدبلوماسية اللبنانية المقاومة، تطبيقا لشعار العهد لبنان القوي ، لتحصين لبنان…	normal
صدقت جبران باسيل مازال بالزبالة ولم ولن يخرج هو واعوانه	hate
شكرً قطر انقذت الليرة روق يا رجل محن منحب رجوليتك 	normal
خراس يا كديش  	abusive
شكراً جبران باسيل لانك ضمانتنا    	normal
هاد سعودي ، وانت خليك بحالك يا سوري ولا انت تقليد سوري	normal
بغل بني عثمان بيعتقل صحافيين متل بوتين وأوربان وعلى باله يخلص من الديمقراطية متل هتلر وأوربان وخطابه شعبوي ملان جعط متل اليمينيين والشعبويين بأوروبا يلي ليل نهار عم نلطم عليهن	abusive
بفهمك يمكن صعبة عليك تشوف إنسان ناجح و نظيف متل جبران باسيل	normal
هذهي ثورات شعوب خرجت للمطالبة بلحرية لا تنسبها لهذا الشخص او لتلك الدولة 	normal
مين اللي جزمه يا ابن الجزمه يا رخيص يا مهزء 	abusive
مطموووووزيل انتي ليش مقهورة ؟؟؟؟؟ 	normal
انا بقول بعلبك بتربح المكسيك 😁	normal
اخدت الحبة تبعت الهستيريا ؟خدا عجل لعمى شو هبيلة 	abusive
مش دايماً الولاد بيشبهوا أهلُن لأن أوقات بشوف أمهات شفافن دافشين وولادن شفافن مسح 😎 	normal
فشرت بل جن بلاط لي لازم يكون 	abusive
هههه ولو بعد ألف سنة يعني الامر قطعي لو صبرت الدهر كلو لن… 	normal
شو ضعيف وشو مقهور ومش قادر تعمل شيطز فيكم كلكن كلكن بتصبوا بخانة الكذب والنفاق بتدعسوا عا الناس لمصالحهم وفسادكم 	abusive
بيلبلقو أستاذ غسان لأنو من الأعلاميين المحترمين لي ما بجرحوا بحدا وبيحكوا الحقيقة ومع أنو مش من نفس الخط السياسي لي بأيدوا بس كلمة حق تقال أنو من أشرف الأعلاميين ولي البلد بحاجة لهيك أشخاص	normal
جبران باسيل رجل لا يكل ولا يتعب من العمل في سبيل انجاح سياسة لبنان الخارجية	normal
العمى شو كل سنتين ليقبضوك لحتى تغردي هلأ        	abusive
اصلا مع هيك عالم لازم نستخدم لغة الصرامي يا نعال الجنبلاط 	hate
معالي الوزير ما تنسى إنوا الأنظمة الديكتاتورية بتدمر نفسها ما بحاجه لقطر وغير قطر إنوا يدمرها وما… 	normal
الله ينتقم من الامريكي اللعين قدر الله ان يظرب مسئولي الامريكان بالحذاء 	abusive
جبران باسيل لديك الف متابع مش لأنهم بيحبوك بس ليشوفوا الجحشنة تبعك بالتغريد	abusive
الاجدب اهوه اسمه جبران باسيل الله يخلف على اللبنانيين ولبنانهم خير    	abusive
إصرار وزير خارجية لبنان على السير بعكس اتجاه رئيس حكومته، يومياً تقريباً، أسطع دليل على أنه لا وجود لحكومة في البلد لا ل…	normal
الا اللبنانية مستحيل يتعلمو ☹️	normal
انت والعيلة ستنهض ثرواتكم	normal
عبر عن رأي الدرهم و الريال 	normal
هذه هي أخلاق الكيني الحقيقي	normal
جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل	normal
لقد احتكمت الى القضاء يا أستاذ وهاب بخصوص حادثة الجاهلية اعتقد انه يجب عليك انتظار التحقيق القضائي قب… 	normal
وما أكثرهم يا صديقي 	normal
طيب يا عاهة جرحى مو معناها من المعارضة ممكن يكونوا مدنيين كمان 😂 وانت لو ماكل شظية بتروح بتتعالج ولا بتضل قاعد لحتى يصفى دمك وتموت؟ 😂	abusive
نبيه بري علاقتي ممتازة مع فخامة الرئيس	normal
الجرذ جبران باسيل يفتل عضلاته بوضعه لوحة في المنبر الرئيسي لاجتماع القمة كتب عليها وزير الخارجية مخالفا لما جرت علي…	abusive
مين انت بس؟؟؟ على كل حال هيدي قطر يلي ابو لفة تاعك حسن كذاب فلق سمانا بلوحات شكرا قطر أو نسيتوا يلي بيسمعك بيقول… 	abusive
مهمةهالفكرة    	normal
الفضيحة اليومية مع معالي الوزير جبران باسيل صاحب الصفقات بالملايين ، البلد بموت جوعا و معاليه عمولته مليون دولار…	normal
اخ وليد ليس هو الموقف الاول الذي يتجاوز به جبران باسيل رئيس الحكومة و لأن الشيخ سعد لم يضع له حد…	normal
مفطر يا كلب عم تتطاول عالدين وتجرح مشاعرنا هئهئهئ 😭	abusive
لمحة سريعة عمعظم الاخبار المتناقلة على وساىل الام، وقد لا يفوت خبر او مقال ما في اسم جبران باسيل بحرب موجهة وممنهجة لت…	normal
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها، اذاً عليها أن تتوقف عن الاعتداء…	normal
كان لازم نسأل صاحب السموّ الامير طال عمرو اذا منخصم تكاليف نقل جثث الجنود اللبنانيين الي ذبحتهم جبهة النصرة من الوديعة 	normal
ايييه هيك حلم جبران باسيل بدو يعمل هيك	normal
بتوصف جبران باسيل بغير المؤهل لرئاسة التيار،	normal
فوق راسو بس ما حددت أيا راس منن 	normal
شو قصتك يا زلمي ؟ بتضلك مرتبك وكأن اللواء عثمان راح يجيب أجلك و يجيب لك عقد نفسية مع إنو إنت بتقول إنو… 	normal
لك وهاب حبيبي في دكتور شاطر اذا بتحب ببعتلك العنوان ، بعالجك والله ، انا بس كرمال ما تبليش تلبوس سوبر مان وتكسر ش… 	normal
صديقي حضرتك غلطان طلال ارسلان ما شارك ولا وقع على قانون الإنتخابي المجلس المذهبي يلي نقر بمج… 	normal
جبران باسيل أنت متعود على تأدية الأدوار القذرة؛ فلا غرابة	abusive
يا إمّعَة يا ربع رجال بيشرفك اللواء يا جاهل الجاهلية 	abusive
يلي بدو يخوّن جبران باسيل بدو يسمع الجواب	normal
عماد عثمان رمز الفساد وكل مين عم يشد عاايدوا 	normal
لعمى ما اكذب منك الا جريدة الأخبار خراس عند هاالصبح 	abusive
عجائب آخر الزمان 	normal
ما تعتل هم ، وما بصير غير ع ذوقك ويلي بدك إياه شو بدك طلوب وتمنى و كل حدا ما بتحبو لا… 	normal
صراع الجبل رسائل سوريّة لجنبلاط؟ 	normal
الرئيس ميشال عون الرئيس العربي الأصيل	normal
انت عم تحكي عين الحق 	normal
رائع جدا جدا هذا مثل 	normal
الله لا يعطيك العافية شو لسانك بيسبك تفكيرك سكوت يا زلمي 	abusive
يا اسيد انت 	normal
ياااااااااااا كثرهممممممممممم 	normal
وهاب ل المشنوق الذي يستقوي على الصغار ويهاب الكبار يكون رعديداً … 	normal
القمة التنموية أقرت اقتراحا لبنانيا مهما في شأن أزمة النازحين واللاجئين سيذيعه وزير الخارجية والمغتربين في حكومة تصريف ا…	normal
الاناء ينضح بما فيه عثمان رجل دوله وانت قاتل محمد ابو ذياب 	abusive
رئيس مجلس النواب واسطته قوية و…	normal
فيديو وزير الخارجية اللبناني جبران باسيل أمير قطر كسر حصار قطر في بادرة لكسر الحصار على القمة العربية الاقتصادي…	normal
بدك تعود حالك إنّو ال مليار الدين العام رح يصيرو مليار ورح تضلّك تهتف يا مسطول بالروح بالدم منفديك يا زعيم ، والله ليوصل عواكم على قبرص من الفقر	abusive
ولااااااااااا طهر نيعك قبل ما تجيب اسم البيك يا صعلوك 	abusive
اهلا وسهلا بكلامك الوطنى فعلا محترم 	normal
بالعكس هنا سيكتب التاريخ	normal
من الآخر، المعيار الأخلاقي الأهم اليوم هو معارضة الأسد، إذا مالك معارض للأسد فأنت إما عندك نقص بالمعلومات، فاستدرك النقص، أو إنك…	normal
يعني أنا كل ما شوف زياد أسود بيحلى بعيني جبران باسيل ما عم بفهم ليش منن أصحاب	normal
منافقين كذابين	abusive
يربطوك بمجرور فيو جرذان يا وئام وهاب العقاب لوهاب وهاب قاتل ابو دياب 	abusive
انت كون زلمي بالاول او رجال او شي نوع من جنس ادام وما تتخبا بحساب وهمي رجاع تعا بهور وقلل اخلاق 	abusive
لا يزال نِصفُكَ عالِقٌ في الصندوق الأسود فكّر فيا 	normal
فَلَو السورين من لبنان بي وكان الدين العام مليار اما في صار الدين العام مليار	normal
كول هوا بترتاح	abusive
اول واحد لازم يدخل السجن هو انت ايها المفتن 	abusive
هوي بيكره كل العرب ما بفرق والولاء للتومان الإيراني 	normal
عالم عم تموت جوع وحرق وبرد وتفجير مختلف أنواع الموت موجود ببلادنا لما حدا يفتح تمو بيقلولو خراس انت برا البلد لا عيني مارح نخ…	normal
